play_id,game_id,old_game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,td_player_name,td_player_id,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,vegas_wpa,vegas_home_wpa,home_wp_post,away_wp_post,vegas_wp,vegas_home_wp,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,passing_yards,receiver_player_id,receiver_player_name,receiving_yards,rusher_player_id,rusher_player_name,rushing_yards,lateral_receiver_player_id,lateral_receiver_player_name,lateral_receiving_yards,lateral_rusher_player_id,lateral_rusher_player_name,lateral_rushing_yards,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,tackle_with_assist,tackle_with_assist_1_player_id,tackle_with_assist_1_player_name,tackle_with_assist_1_team,tackle_with_assist_2_player_id,tackle_with_assist_2_player_name,tackle_with_assist_2_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,sack_player_id,sack_player_name,half_sack_1_player_id,half_sack_1_player_name,half_sack_2_player_id,half_sack_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,safety_player_name,safety_player_id,season,cp,cpoe,series,series_success,series_result,order_sequence,start_time,time_of_day,stadium,weather,nfl_api_id,play_clock,play_deleted,play_type_nfl,special_teams_play,st_play_type,end_clock_time,end_yard_line,fixed_drive,fixed_drive_result,drive_real_start_time,drive_play_count,drive_time_of_possession,drive_first_downs,drive_inside20,drive_ended_with_score,drive_quarter_start,drive_quarter_end,drive_yards_penalized,drive_start_transition,drive_end_transition,drive_game_clock_start,drive_game_clock_end,drive_start_yard_line,drive_end_yard_line,drive_play_id_started,drive_play_id_ended,away_score,home_score,location,result,total,spread_line,total_line,div_game,roof,surface,temp,wind,home_coach,away_coach,stadium_id,game_stadium,aborted_play,success,passer,passer_jersey_number,rusher,rusher_jersey_number,receiver,receiver_jersey_number,pass,rush,first_down,special,play,passer_id,rusher_id,receiver_id,name,jersey_number,id,fantasy_player_name,fantasy_player_id,fantasy,fantasy_id,out_of_bounds,home_opening_kickoff,qb_epa,xyac_epa,xyac_mean_yardage,xyac_median_yardage,xyac_success,xyac_fd,xpass,pass_oe
1,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,,,,,,2025-09-21,900.0,1800.0,3600.0,Half1,0,,0,1,,0,15:00,PHI 35,0,,GAME,,,0,0,,0,0,0,,,,,,,,,,,3,3,,,,,,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770222366787493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433207958936691,0.566792041063309,0.566792041063309,0.433207958936691,0.0,0.0,0.0,,,0.367570400238037,0.632429599761963,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2025,,,1,1,First down,1,"9/21/25, 13:02:55",,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,GAME_START,0,,,,1,Turnover,,,,,,,,,,,,,,,,,,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,0.0,,,,,,,0,0,,0,0,,,,,,,,,,,0,0,0.0,,,,,,,
40,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,LA,away,PHI,PHI,35.0,2025-09-21,900.0,1800.0,3600.0,Half1,0,1.0,0,1,,0,15:00,PHI 35,0,13.0,4-J.Elliott kicks 64 yards from PHI 35 to LA 1. 22-B.Corum to LA 23 for 22 yards (54-J.Trotter; 83-K.Granson).,kickoff,0.0,0,0,0.0,0,0,0,,,,,,,,64.0,,,3,3,0.0,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045679681934416,0.143585309386253,0.0023245513439178,0.275985658168793,0.215226382017136,0.0032645841129124,0.355045527219772,0.0,0.0,0.770222366787493,-0.272370531689376,0.272370531689376,-0.272370531689376,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433207958936691,0.566792041063309,0.566792041063309,0.433207958936691,0.0007008612155914,-0.004439502954483,0.004439502954483,0.566091179847717,0.433908820152283,0.367570400238037,0.632429599761963,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,B.Corum,00-0039738,,,,,J.Elliott,00-0033787,,,,,,,,,,,,,,,,,,,,,,,,,00-0039826,J.Trotter,PHI,00-0036876,K.Granson,PHI,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,22.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2025,,,1,1,First down,40,"9/21/25, 13:02:55",2025-09-21T17:02:55.647Z,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,KICK_OFF,1,,2025-09-21T17:03:03.817Z,,1,Turnover,2025-09-21T17:02:55.647Z,4.0,1:32,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,INTERCEPTION,15:00,13:28,LA 23,LA 36,40.0,133.0,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,0.0,,,,,,,0,0,0.0,1,0,,,,,,,,,,,0,0,-0.272370531689376,,,,,,,
63,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,LA,away,PHI,LA,77.0,2025-09-21,894.0,1794.0,3594.0,Half1,0,1.0,0,1,1.0,0,14:54,LA 23,10,13.0,(14:54) 23-K.Williams up the middle to LA 28 for 5 yards (90-J.Davis).,run,5.0,0,0,0.0,0,0,0,,,,,middle,,,,,,3,3,0.0,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048406813293695,0.150531187653542,0.0023168469779193,0.293470829725266,0.204086735844612,0.0034322070423513,0.341321468353272,0.0,0.0,0.497851835098118,0.148343325592577,0.124027206096798,-0.124027206096798,-0.148343325592577,0.148343325592577,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433908820152283,0.566091179847717,0.566091179847717,0.433908820152283,-0.0114271640777588,0.0038691759109497,-0.0038691759109497,0.577518343925476,0.422481656074524,0.363130897283554,0.636869102716446,0.0114271640777588,-0.0114271640777588,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,00-0037840,K.Williams,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,,00-0037073,,J.Davis,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2025,,,1,1,First down,63,"9/21/25, 13:02:55",2025-09-21T17:03:35.507Z,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,RUSH,0,,2025-09-21T17:03:39.043Z,,1,Turnover,2025-09-21T17:02:55.647Z,4.0,1:32,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,INTERCEPTION,15:00,13:28,LA 23,LA 36,40.0,133.0,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,1.0,,,K.Williams,23.0,,,0,1,0.0,0,1,,00-0037840,,K.Williams,23.0,00-0037840,K.Williams,00-0037840,K.Williams,00-0037840,0,0,0.148343325592577,,,,,,0.443089514970779,-44.3089514970779
85,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,LA,away,PHI,LA,72.0,2025-09-21,860.0,1760.0,3560.0,Half1,0,1.0,0,1,2.0,0,14:20,LA 28,5,13.0,(14:20) 9-M.Stafford pass short right to 23-K.Williams to LA 36 for 8 yards (33-C.DeJean) [3-N.Smith].,pass,8.0,0,0,1.0,0,0,0,short,right,1.0,7.0,,,,,,,3,3,0.0,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050533399917185,0.150038748979568,0.002407610649243,0.282471001148224,0.206403434276581,0.0032334714196622,0.35039234161377,0.0,0.0,0.646195160690695,0.939868798013777,-0.815841591916978,0.815841591916978,-0.148343325592577,0.148343325592577,-0.939868798013777,0.939868798013777,-0.49064325215295,1.43051205016673,-0.49064325215295,1.43051205016673,0.49064325215295,-0.49064325215295,-1.43051205016673,1.43051205016673,0.49064325215295,-0.49064325215295,-1.43051205016673,1.43051205016673,0.422481656074524,0.577518343925476,0.577518343925476,0.422481656074524,0.0324177443981171,0.0226218998432159,-0.0226218998432159,0.545100599527359,0.454899400472641,0.367000073194504,0.632999926805496,0.0114271640777588,-0.0114271640777588,-0.0324177443981171,0.0324177443981171,0.0,0.0324177443981171,0.0,0.0324177443981171,0.0,0.0,-0.0324177443981171,0.0324177443981171,0.0,0.0,-0.0324177443981171,0.0324177443981171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00-0026498,M.Stafford,8.0,00-0037840,K.Williams,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0039013,N.Smith,,,,,,,,,PHI,,00-0039841,,C.DeJean,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2025,0.58405864238739,41.594135761261,1,1,First down,85,"9/21/25, 13:02:55",2025-09-21T17:04:09.230Z,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,PASS,0,,2025-09-21T17:04:17.290Z,,1,Turnover,2025-09-21T17:02:55.647Z,4.0,1:32,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,INTERCEPTION,15:00,13:28,LA 23,LA 36,40.0,133.0,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,1.0,M.Stafford,9.0,,,K.Williams,23.0,1,0,1.0,0,1,00-0026498,,00-0037840,M.Stafford,9.0,00-0026498,K.Williams,00-0037840,K.Williams,00-0037840,0,0,0.939868798013777,0.936503742627683,5.81698725344177,4.0,0.616988164081704,0.520089973404538,0.506542026996613,49.3457973003388
110,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,LA,away,PHI,LA,64.0,2025-09-21,817.0,1717.0,3517.0,Half1,0,1.0,0,1,1.0,0,13:37,LA 36,10,13.0,(13:37) (Shotgun) 9-M.Stafford pass incomplete short left to 23-K.Williams.,pass,0.0,1,0,1.0,0,0,0,short,left,-6.0,,,,,,,,3,3,0.0,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051893922500312,0.116986289620399,0.0020304024219512,0.228207841515541,0.243417412042618,0.0041789002716541,0.399989783763886,0.0,0.0,1.58606395870447,-0.505398964975029,-0.310442626941949,0.310442626941949,-0.148343325592577,0.148343325592577,-0.434469833038747,0.434469833038747,-1.32352467952296,0.818125714547932,0.0,0.0,0.49064325215295,-0.49064325215295,-1.43051205016673,1.43051205016673,1.81416793167591,-1.81416793167591,-2.24863776471466,2.24863776471466,0.454899400472641,0.545100599527359,0.545100599527359,0.454899400472641,-0.0181179344654083,-0.0115589499473572,0.0115589499473572,0.563218533992767,0.436781466007233,0.38962197303772,0.61037802696228,0.0114271640777588,-0.0114271640777588,-0.0142998099327087,0.0142998099327087,0.0,-0.0181179344654083,0.0,0.0,0.0,0.0,-0.0324177443981171,0.0324177443981171,0.0,0.0,-0.0142998099327087,0.0142998099327087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0026498,M.Stafford,,00-0037840,K.Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2025,0.868091464042664,-86.8091464042664,2,0,Turnover,110,"9/21/25, 13:02:55",2025-09-21T17:04:52.660Z,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,PASS,0,,2025-09-21T17:04:56.933Z,,1,Turnover,2025-09-21T17:02:55.647Z,4.0,1:32,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,INTERCEPTION,15:00,13:28,LA 23,LA 36,40.0,133.0,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,0.0,M.Stafford,9.0,,,K.Williams,23.0,1,0,0.0,0,1,00-0026498,,00-0037840,M.Stafford,9.0,00-0026498,K.Williams,00-0037840,K.Williams,00-0037840,0,0,-0.505398964975029,1.3456861165622,11.6727098730771,10.0,0.4736600817414,0.227708798018284,0.449762672185898,55.0237327814102
133,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,LA,away,PHI,LA,64.0,2025-09-21,812.0,1712.0,3512.0,Half1,0,1.0,0,1,2.0,0,13:32,LA 36,10,13.0,"(13:32) (No Huddle, Shotgun) 9-M.Stafford pass short middle intended for 17-D.Adams INTERCEPTED by 53-Z.Baun at LA 38. 53-Z.Baun to LA 38 for no gain (17-D.Adams).",pass,0.0,1,1,1.0,0,0,0,short,middle,2.0,,,,,,,,3,3,0.0,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005357991438359,0.132280305027962,0.0022902034688741,0.257816046476364,0.226859912276268,0.0043100118637085,0.371085554361343,0.0,0.0,1.08066499372944,-4.90658309916034,4.59614047221839,-4.59614047221839,-0.148343325592577,0.148343325592577,4.4721132661216,-4.4721132661216,-0.809781330171973,-4.09680176898837,0.0,0.0,0.49064325215295,-0.49064325215295,-1.43051205016673,1.43051205016673,2.62394926184788,-2.62394926184788,1.84816400427371,-1.84816400427371,0.436781466007233,0.563218533992767,0.563218533992767,0.436781466007233,-0.135621964931488,-0.113151133060455,0.113151133060455,0.698840498924255,0.301159501075745,0.378063023090363,0.621936976909638,0.0114271640777588,-0.0114271640777588,0.121322154998779,-0.121322154998779,0.0,-0.135621964931488,0.0,0.0,0.0,0.0,-0.0324177443981171,0.0324177443981171,0.0,0.0,0.121322154998779,-0.121322154998779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0026498,M.Stafford,,00-0031381,D.Adams,,,,,,,,,,,,,00-0036418,Z.Baun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,,00-0031381,,D.Adams,,,,,,,,,,,,,,0.0,,,,,,,00-0036418,Z.Baun,,,,,,,,,,,,,,,,,,,,,,,PHI,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2025,0.809917509555817,-80.9917509555817,2,0,Turnover,133,"9/21/25, 13:02:55",2025-09-21T17:05:18.757Z,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,INTERCEPTION,0,,2025-09-21T17:05:22.430Z,,1,Turnover,2025-09-21T17:02:55.647Z,4.0,1:32,1.0,0.0,0.0,1.0,1.0,0.0,KICKOFF,INTERCEPTION,15:00,13:28,LA 23,LA 36,40.0,133.0,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,0.0,M.Stafford,9.0,,,D.Adams,17.0,1,0,0.0,0,1,00-0026498,,00-0031381,M.Stafford,9.0,00-0026498,D.Adams,00-0031381,D.Adams,00-0031381,0,0,-4.90658309916034,1.02126819402409,5.71536832503625,4.0,0.477760014648084,0.237536860222463,0.498140722513199,50.1859277486801
160,2025_03_LA_PHI,2025092105,PHI,LA,REG,3,PHI,home,LA,LA,38.0,2025-09-21,808.0,1708.0,3508.0,Half1,0,2.0,0,1,1.0,0,13:28,LA 38,10,38.0,(13:28) (Shotgun) 26-S.Barkley right guard to LA 37 for 1 yard (91-K.Turner; 8-J.Verse).,run,1.0,1,0,0.0,0,0,0,,,,,right,guard,,,,,3,3,0.0,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043623107485473,0.0608323588967323,0.000985980965197,0.0921149849891663,0.30440565943718,0.0038232165388763,0.533475518226624,0.0,0.0,3.8259181054309,-0.513441398972645,4.08269907324575,-4.08269907324575,-0.661784724565223,0.661784724565223,4.4721132661216,-4.4721132661216,,,0.0,0.0,0.49064325215295,-0.49064325215295,-1.43051205016673,1.43051205016673,2.62394926184788,-2.62394926184788,1.84816400427371,-1.84816400427371,0.698840498924255,0.301159501075745,0.698840498924255,0.301159501075745,-0.0109713673591614,-0.0181253552436829,-0.0181253552436829,0.687869131565094,0.312130868434906,0.735088109970093,0.735088109970093,0.0004557967185974,-0.0004557967185974,0.121322154998779,-0.121322154998779,,,0.0,0.0,0.0,0.0,-0.0324177443981171,0.0324177443981171,0.0,0.0,0.121322154998779,-0.121322154998779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,00-0034844,S.Barkley,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0039138,K.Turner,LA,00-0039852,J.Verse,LA,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,,0.0,0.0,0.0,0.0,,,2025,,,3,1,First down,160,"9/21/25, 13:02:55",2025-09-21T17:06:30.297Z,Lincoln Financial Field,"Sunny Temp: 73° F, Humidity: 47%, Wind: E 9 mph",f6660056-311e-11f0-b670-ae1250fadad1,0,0,RUSH,0,,2025-09-21T17:06:34.233Z,,2,Touchdown,2025-09-21T17:06:30.297Z,9.0,5:21,4.0,1.0,1.0,1.0,1.0,1.0,INTERCEPTION,TOUCHDOWN,13:28,08:07,LA 38,LA 1,160.0,405.0,26,33,Home,7,59,3.5,45.5,0,outdoors,grass,73.0,9.0,Nick Sirianni,Sean McVay,PHI00,Lincoln Financial Field,0,0.0,,,S.Barkley,26.0,,,0,1,0.0,0,1,,00-0034844,,S.Barkley,26.0,00-0034844,S.Barkley,00-0034844,S.Barkley,00-0034844,0,0,-0.513441398972645,,,,,,0.432710558176041,-43.2710558176041
